entity_id,name,area,device,platform,domain,disabled,hidden
binary_sensor.sm_s921b_android_auto,SM-S921B Android Auto,,SM-S921B,mobile_app,binary_sensor,False,False
binary_sensor.sm_s921b_app_inactive,SM-S921B App inactive,,SM-S921B,mobile_app,binary_sensor,False,False
binary_sensor.sm_s921b_bluetooth_state,SM-S921B Bluetooth state,,SM-S921B,mobile_app,binary_sensor,False,False
binary_sensor.sm_s921b_device_locked,SM-S921B Device locked,,SM-S921B,mobile_app,binary_sensor,True,False
binary_sensor.sm_s921b_device_secure,SM-S921B Device secure,,SM-S921B,mobile_app,binary_sensor,True,False
binary_sensor.sm_s921b_doze_mode,SM-S921B Doze mode,,SM-S921B,mobile_app,binary_sensor,False,False
binary_sensor.sm_s921b_headphones,SM-S921B Headphones,,SM-S921B,mobile_app,binary_sensor,True,False
binary_sensor.sm_s921b_high_accuracy_mode,SM-S921B High accuracy mode,,SM-S921B,mobile_app,binary_sensor,True,False
binary_sensor.sm_s921b_hotspot_state,SM-S921B Hotspot state,,SM-S921B,mobile_app,binary_sensor,True,False
binary_sensor.sm_s921b_interactive,SM-S921B Interactive,,SM-S921B,mobile_app,binary_sensor,False,False
binary_sensor.sm_s921b_is_charging,SM-S921B Is charging,,SM-S921B,mobile_app,binary_sensor,False,False
binary_sensor.sm_s921b_keyguard_locked,SM-S921B Keyguard locked,,SM-S921B,mobile_app,binary_sensor,True,False
binary_sensor.sm_s921b_keyguard_secure,SM-S921B Keyguard secure,,SM-S921B,mobile_app,binary_sensor,True,False
binary_sensor.sm_s921b_mic_muted,SM-S921B Mic muted,,SM-S921B,mobile_app,binary_sensor,True,False
binary_sensor.sm_s921b_mobile_data,SM-S921B Mobile data,,SM-S921B,mobile_app,binary_sensor,True,False
binary_sensor.sm_s921b_mobile_data_roaming,SM-S921B Mobile data roaming,,SM-S921B,mobile_app,binary_sensor,True,False
binary_sensor.sm_s921b_music_active,SM-S921B Music active,,SM-S921B,mobile_app,binary_sensor,False,False
binary_sensor.sm_s921b_nfc_state,SM-S921B NFC state,,SM-S921B,mobile_app,binary_sensor,False,False
binary_sensor.sm_s921b_power_save,SM-S921B Power save,,SM-S921B,mobile_app,binary_sensor,False,False
binary_sensor.sm_s921b_speakerphone,SM-S921B Speakerphone,,SM-S921B,mobile_app,binary_sensor,True,False
binary_sensor.sm_s921b_wifi_state,SM-S921B Wi-Fi state,,SM-S921B,mobile_app,binary_sensor,True,False
binary_sensor.sm_s921b_work_profile,SM-S921B Work profile,,SM-S921B,mobile_app,binary_sensor,False,False
binary_sensor.spotify_connect_running,Running,,Spotify Connect,hassio,binary_sensor,True,False
binary_sensor.starlink_connectivity,Connectivity,Garden back,Starlink,starlink,binary_sensor,False,False
binary_sensor.starlink_ethernet_speeds,Ethernet speeds,Garden back,Starlink,starlink,binary_sensor,False,False
binary_sensor.starlink_heating,Heating,Garden back,Starlink,starlink,binary_sensor,False,False
binary_sensor.starlink_mast_near_vertical,Mast near vertical,Garden back,Starlink,starlink,binary_sensor,False,False
binary_sensor.starlink_motors_stuck,Motors stuck,Garden back,Starlink,starlink,binary_sensor,False,False
binary_sensor.starlink_obstructed,Obstructed,Garden back,Starlink,starlink,binary_sensor,False,False
binary_sensor.starlink_roaming_mode,Roaming mode,Garden back,Starlink,starlink,binary_sensor,False,False
binary_sensor.starlink_sleep,Sleep,Garden back,Starlink,starlink,binary_sensor,False,False
binary_sensor.starlink_thermal_throttle,Thermal throttle,Garden back,Starlink,starlink,binary_sensor,False,False
binary_sensor.starlink_unexpected_location,Unexpected location,Garden back,Starlink,starlink,binary_sensor,False,False
binary_sensor.starlink_update,Update,Garden back,Starlink,starlink,binary_sensor,False,False
binary_sensor.storage_motion_detector_motion,,Storage Room,Storage Motion detector,zha,binary_sensor,False,False
binary_sensor.storage_motion_detector_opening,Opening,Storage Room,Storage Motion detector,zha,binary_sensor,False,False
binary_sensor.sun_solar_rising,Solar rising,,Sun,sun,binary_sensor,True,False
binary_sensor.suszarka_child_lock,Child lock,Storage Room,Suszarka,smartthings,binary_sensor,False,False
binary_sensor.suszarka_power,Power,Storage Room,Suszarka,smartthings,binary_sensor,False,False
binary_sensor.suszarka_remote_control,Remote control,Storage Room,Suszarka,smartthings,binary_sensor,False,False
binary_sensor.suszarka_wrinkle_prevent_active,Wrinkle prevent active,Storage Room,Suszarka,smartthings,binary_sensor,False,False
binary_sensor.terminal_ssh_running,Running,,Terminal & SSH,hassio,binary_sensor,True,False
binary_sensor.tz3000_6ygjfyll_ts0202_opening,Opening,Garage,Garage motion sensor,zha,binary_sensor,False,False
binary_sensor.vision_m_1_charging,Charging,Garden back,Vision M 1,landroid_cloud,binary_sensor,False,False
binary_sensor.vision_m_1_rain_sensor,Rain sensor,Garden back,Vision M 1,landroid_cloud,binary_sensor,True,False
binary_sensor.vision_m_charging,Charging,Garden back,Vision Tyl,landroid_cloud,binary_sensor,False,False
binary_sensor.vision_m_rain_sensor,Rain sensor,Garden back,Vision Tyl,landroid_cloud,binary_sensor,True,False
binary_sensor.zigbee2mqtt_bridge_connection_state,Connection state,,Zigbee2MQTT Bridge,mqtt,binary_sensor,False,False
binary_sensor.zigbee2mqtt_bridge_restart_required,Restart required,,Zigbee2MQTT Bridge,mqtt,binary_sensor,True,False
binary_sensor.zigbee2mqtt_running,Running,,Zigbee2MQTT,hassio,binary_sensor,False,False
button.all_speakers_airplay_favourite_current_song,Favourite current song,,All speakers+ (AirPlay),music_assistant,button,False,False
button.all_speakers_favourite_current_song,Favourite current song,,All speakers,music_assistant,button,False,False
button.all_speakers_no_kids_airplay_favourite_current_song,Favourite current song,,All speakers no kids+,music_assistant,button,False,False
button.all_speakers_no_kids_favourite_current_song,Favourite current song,,All speakers no kids,music_assistant,button,False,False
button.annas_macbook_favourite_current_song,Favourite current song,,Anna’s MacBook,music_assistant,button,False,False
button.atrium_ceiling_socket_identify,Atrium ceiling socket Identify,Garden back,Atrium ceiling socket,zha,button,False,False
button.atrium_restart,Restart,Atrium,Atrium,reolink,button,True,False
button.bathroom_favourite_current_song,Favourite current song,,Bathroom,music_assistant,button,False,False
button.bathroom_led_controller_identify,Identify,Bathroom,Bathroom Led controller,zha,button,False,False
button.bathroom_sink_switch_identify_2,Bathroom Sink switch Identify,Bathroom,Bathroom Sink switch,zha,button,False,False
button.beam_led_controller_identify_7,Identify,Living Room,Beam led controller,zha,button,False,False
button.bedroom_led_controller_identify_4,Identify,Bedroom,Bedroom Led controller,zha,button,False,False
button.cabinet_led_controller_identify_3,Identify,Kitchen,Cabinet led controller,zha,button,False,False
button.cabinet_switch_identify_2,Cabinet Switch Identify,Kitchen,Cabinet Switch,zha,button,False,False
button.chromecast4371_favourite_current_song,Favourite current song,,Chromecast4371,music_assistant,button,False,False
button.chromecast5862_favourite_current_song,Favourite current song,,Chromecast5862,music_assistant,button,False,False
button.chromecast_favourite_current_song,Favourite current song,,Chromecast,music_assistant,button,False,False
button.closet_left_door_identify,Identify,Entrance,Closet left door,zha,button,False,False
button.closet_right_door_identify,Identify,Entrance,Closet right door,zha,button,False,False
button.drawer_sensor_identify,Drawer sensor Identify,Kitchen,Drawer sensor,zha,button,False,False
button.entertainment_switch_identify_3,entertainment switch Identify,Living Room,entertainment switch,zha,button,False,False
button.entrance_motion_sensor_identify,Entrance Motion Sensor Identify,Entrance,Entrance Motion Sensor,zha,button,False,False
button.entrance_outside_light_identify,Entrance Outside light Identify,Entrance,Entrance Outside light,zha,button,False,False
button.gable_wall_lights_switch_identify_2,Gable wall lights switch Identify,Kitchen,Gable wall lights switch,zha,button,False,False
button.garage_door_sensor_identify,Identify,Garage,Garage door sensor,zha,button,False,False
button.garage_light_switch_identify_3,Garage light switch Identify,Garage,Garage light switch,zha,button,False,False
button.garden_favourite_current_song,Favourite current song,,Garden,music_assistant,button,False,False
button.garden_favourite_current_song_2,Favourite current song,,Garden+ (AirPlay),music_assistant,button,False,False
button.googletv9526_favourite_current_song,Favourite current song,,GoogleTV9526,music_assistant,button,False,False
button.hall_favourite_current_song,Favourite current song,,Hall,music_assistant,button,False,False
button.hall_favourite_current_song_2,Favourite current song,,Hall+,music_assistant,button,False,False
button.hall_led_controller_identify_8,Identify,Hall,Hall led controller,zha,button,False,False
button.hall_main_light_switch_identify_2,Hall main light switch Identify,Hall,Hall main light switch,zha,button,False,False
button.hall_motion_sensor_identify,Identify,Hall,Hall motion sensor,zha,button,False,False
button.herunohazumi_gmail_com_relocate,Relocate,Living Room,herunohazumi@gmail.com,ecovacs,button,False,False
button.herunohazumi_gmail_com_relocate_2,Relocate,,herunohazumi@gmail.com,ecovacs,button,False,False
button.herunohazumi_gmail_com_reset_filter_lifespan,Reset filter lifespan,Living Room,herunohazumi@gmail.com,ecovacs,button,True,False
button.herunohazumi_gmail_com_reset_filter_lifespan_2,Reset filter lifespan,,herunohazumi@gmail.com,ecovacs,button,True,False
button.herunohazumi_gmail_com_reset_main_brush_lifespan,Reset main brush lifespan,Living Room,herunohazumi@gmail.com,ecovacs,button,True,False
button.herunohazumi_gmail_com_reset_main_brush_lifespan_2,Reset main brush lifespan,,herunohazumi@gmail.com,ecovacs,button,True,False
button.herunohazumi_gmail_com_reset_side_brush_lifespan,Reset side brush lifespan,Living Room,herunohazumi@gmail.com,ecovacs,button,True,False
button.herunohazumi_gmail_com_reset_side_brush_lifespan_2,Reset side brush lifespan,,herunohazumi@gmail.com,ecovacs,button,True,False
button.herunohazumi_gmail_com_reset_unit_care_lifespan,Reset unit care lifespan,,herunohazumi@gmail.com,ecovacs,button,True,False
button.island_and_sofa_switch_identify_3,Island and sofa switch Identify,Kitchen,Island and sofa switch,zha,button,False,False
button.island_switch_identify_2,Island switch Identify,Kitchen,Island switch,zha,button,False,False
button.kids_bathroom_favourite_current_song,Favourite current song,,Bedroom,music_assistant,button,False,False
button.kids_bathroom_favourite_current_song_2,Favourite current song,,Kids bathroom+,music_assistant,button,False,False
button.kids_bathroom_led_controller_identify_9,Identify,Kid's bathroom,Kids bathroom Led controller,zha,button,False,False
button.kids_speakers_favourite_current_song,Favourite current song,,Kids’ speakers,music_assistant,button,False,False
button.kids_speakers_favourite_current_song_2,Favourite current song,,Kids’ speakers+,music_assistant,button,False,False
button.kitchen_outside_light_switch_identify_2,Kitchen Outside light switch Identify,Kitchen,Kitchen Outside light switch,zha,button,False,False
button.knob_identify,Knob Identify,Bedroom,Knob,zha,button,False,False
button.layzspa_reset_czyszczenia_filtra,Reset czyszczenia filtra,,layzspa,mqtt,button,False,False
button.layzspa_reset_licznika_chloru,Reset licznika chloru,,layzspa,mqtt,button,False,False
button.layzspa_reset_plukania_filtra,Reset płukania filtra,,layzspa,mqtt,button,False,False
button.layzspa_reset_wymiany_filtra,Reset wymiany filtra,,layzspa,mqtt,button,False,False
button.layzspa_restart_esp,Restart ESP,,layzspa,mqtt,button,False,False
button.ledvance_plug_compact_eu_em_t_identify,Identify,Atrium,Plug jacuzzi,zha,button,False,False
button.living_room_and_garden_favourite_current_song,Favourite current song,,Living room and garden,music_assistant,button,False,False
button.living_room_and_garden_favourite_current_song_2,Favourite current song,,Living room and garden+,music_assistant,button,False,False
button.living_room_and_outside_airplay_favourite_current_song,Favourite current song,,Living room and outside+ (AirPlay),music_assistant,button,False,False
button.living_room_and_outside_favourite_current_song,Favourite current song,,Living room and outside,music_assistant,button,False,False
button.living_room_and_outside_favourite_current_song_2,Favourite current song,,Living room and outside+,music_assistant,button,False,False
button.living_room_and_outside_favourite_current_song_3,Favourite current song,,Living room and outside+,music_assistant,button,False,False
button.living_room_favourite_current_song,Favourite current song,,Living Room,music_assistant,button,False,False
button.living_room_favourite_current_song_2,Favourite current song,,Living Room+,music_assistant,button,False,False
button.living_room_leds_switch_identify_2,Living room Leds switch Identify,Living Room,Living room Leds switch,zha,button,False,False
button.living_room_speakers_favourite_current_song,Favourite current song,,Living room speakers,music_assistant,button,False,False
button.living_room_speakers_favourite_current_song_2,Favourite current song,,Living room speakers+,music_assistant,button,False,False
button.main_entrance_doorbell_restart,Restart,Entrance,Main Entrance Doorbell,reolink,button,True,False
button.main_light_switch_stairs_identify_3,Main light switch stairs Identify,Mezzanine,Main light switch stairs,zha,button,False,False
button.neon_identify,Neon Identify,Bedroom,Neon,zha,button,False,False
button.olaf_led_controller_identify_5,Identify,Olaf's room,Olaf Led controller,zha,button,False,False
button.olaf_s_main_light_switch_identify,Olaf's main light switch Identify,Olaf's room,Olaf's main light switch,zha,button,False,False
button.olaf_s_speaker_favourite_current_song,Favourite current song,,Olaf's speaker,music_assistant,button,False,False
